,Gene,Gene2,Correlation
3305333,ULK1,SOX11,-0.146
3305334,ULK1,UBL7,-0.146
3305335,ULK1,DSG2,0.146
3305336,ULK1,SLC44A3,0.146
3305337,ULK1,MBIP,-0.146
3305338,ULK1,MKRN2,-0.145
3305339,ULK1,PLCXD2,0.145
3305340,ULK1,MEAK7,0.145
3305341,ULK1,MYBPC1,-0.145
3305342,ULK1,ANXA8L1,0.145
3305343,ULK1,CCDC28B,-0.145
3305344,ULK1,FOLR3,0.145
3305345,ULK1,DCHS1,-0.145
3305346,ULK1,SAA1,0.145
3305347,ULK1,ADGRF4,0.14400000000000002
3305348,ULK1,RPL10,-0.14400000000000002
3305349,ULK1,CELSR1,0.14400000000000002
3305350,ULK1,SYNE3,-0.14300000000000002
3305351,ULK1,HMGXB4,-0.14300000000000002
3305352,ULK1,GDF11,-0.14300000000000002
3305353,ULK1,MAP1S,-0.14300000000000002
3305354,ULK1,REV3L,-0.14300000000000002
3305355,ULK1,ZSWIM3,-0.142
3305356,ULK1,VAMP2,-0.142
3305357,ULK1,VAMP8,0.142
3305358,ULK1,AGRN,0.142
3305359,ULK1,DMKN,0.142
3305360,ULK1,RBBP4,-0.142
3305361,ULK1,RBMX,-0.142
3305362,ULK1,CDK5R1,-0.142
3305363,ULK1,GPC2,-0.141
3305364,ULK1,ZNF253,-0.141
3305365,ULK1,HSBP1L1,0.141
3305366,ULK1,GLYCTK,-0.14
3305367,ULK1,DNAH1,-0.138
3305368,ULK1,BAP1,-0.135
3305369,ULK1,TLR9,-0.13
3305370,ULK1,PPM1M,-0.13
3305371,ULK1,TWF2,-0.13
3305372,ULK1,CRADD,0.129
3305373,ULK1,SYNPR,-0.129
3305374,ULK1,POC1A,-0.129
3305375,ULK1,DUSP7,-0.129
3305376,ULK1,ALAS1,-0.128
3305377,ULK1,PHF7,-0.128
3305378,ULK1,MRPL42,0.128
3305379,ULK1,SOCS2,0.127
3305380,ULK1,RAD54L2,-0.126
3305381,ULK1,C12orf74,0.126
3305382,ULK1,TNNC1,-0.126
3305383,ULK1,SEMA3G,-0.126
3305384,ULK1,NISCH,-0.126
3305385,ULK1,TEX264,-0.126
3305386,ULK1,IQCF6,-0.126
3305387,ULK1,IQCF3,-0.126
3305388,ULK1,GRM2,-0.126
3305389,ULK1,IQCF1,-0.125
3305390,ULK1,IQCF2,-0.125
3305391,ULK1,IQCF5,-0.125
3305392,ULK1,STAB1,-0.125
3305393,ULK1,PRDM7,0.125
3305394,ULK1,SNTN,-0.123
3305395,ULK1,GAS8,0.123
3305396,ULK1,EEA1,0.123
3305397,ULK1,PBRM1,-0.123
3305398,ULK1,MANF,-0.122
3305399,ULK1,LRTM1,-0.122
3305400,ULK1,ATXN7,-0.121
3305401,ULK1,THOC7,-0.121
3305402,ULK1,DBNDD1,0.121
3305403,ULK1,SMIM4,-0.12
3305404,ULK1,FOXI2,0.12
3305405,ULK1,NT5DC2,-0.119
3305406,ULK1,UBE2N,0.119
3305407,ULK1,PTPRE,0.118
3305408,ULK1,CLRN3,0.118
3305409,ULK1,PARP3,-0.118
3305410,ULK1,ABHD14A,-0.118
3305411,ULK1,GPR62,-0.118
3305412,ULK1,PCBP4,-0.118
3305413,ULK1,ABHD14B,-0.118
3305414,ULK1,ACY1,-0.118
3305415,ULK1,MGMT,0.118
3305416,ULK1,RPL29,-0.117
3305417,ULK1,RRP9,-0.116
3305418,ULK1,MKI67,0.116
3305419,ULK1,PLEKHG7,0.116
3305420,ULK1,FGD6,0.116
3305421,ULK1,WNT5A,-0.115
3305422,ULK1,ERC2,-0.115
3305423,ULK1,PLEKHA1,0.115
3305424,ULK1,ARMS2,0.115
3305425,ULK1,TCF25,0.115
3305426,ULK1,GLRX3,0.114
3305427,ULK1,CLLU1OS,0.114
3305428,ULK1,CC2D2A,0.115
3305429,ULK1,C1QTNF7,0.115
3305430,ULK1,FBXL5,0.113
3305431,ULK1,TAPT1,0.113
3305432,ULK1,CD38,0.112
3305433,ULK1,BST1,0.111
3305434,ULK1,FAM200B,0.111
3305435,ULK1,FGFBP1,0.108
3305436,ULK1,PROM1,0.108
3305437,ULK1,FGFBP2,0.108
3305438,ULK1,CPEB2,0.107
3305439,ULK1,LDB2,0.106
3305440,ULK1,RAB28,0.105
3305441,ULK1,MED28,0.104
3305442,ULK1,FAM184B,0.104
3305443,ULK1,NKX3-2,0.104
3305444,ULK1,BOD1L1,0.104
3305445,ULK1,CLRN2,0.104
3305446,ULK1,QDPR,0.104
3305447,ULK1,LAP3,0.104
3305448,ULK1,DCAF16,0.102
3305449,ULK1,LCORL,0.102
3305450,ULK1,NCAPG,0.102
3305451,ULK1,SLIT2,0.102
3305452,ULK1,KCNIP4,0.101
3305453,ULK1,MSX1,0.101
3305454,ULK1,USP17L13,0.1
3305455,ULK1,USP17L12,0.1
3305456,ULK1,USP17L28,0.1
3305457,ULK1,USP17L10,0.1
3305458,ULK1,USP17L5,0.1
3305459,ULK1,PACRGL,0.1
3305460,ULK1,RFT1,-0.1
3305461,ULK1,HMX1,0.1
3305462,ULK1,GPR78,0.099
3305463,ULK1,TRMT44,0.099
3305464,ULK1,CPZ,0.099
3305465,ULK1,SH3TC1,0.099
3305466,ULK1,HTRA3,0.099
3305467,ULK1,ACOX3,0.099
3305468,ULK1,PRKCD,-0.098
3305469,ULK1,STK32B,0.098
3305470,ULK1,CYTL1,0.098
3305471,ULK1,EVC,0.098
3305472,ULK1,F2R,0.192
3305473,ULK1,IFITM1,0.16899999999999998
3305474,ULK1,RAMP2,0.166
3305475,ULK1,RAB6A,-0.154
3305476,ULK1,RAB31,0.151
3305477,ULK1,SCML1,0.146
3305478,ULK1,DEFB135,-0.145
3305479,ULK1,C11orf21,-0.145
3305480,ULK1,GBA,0.14300000000000002
3305481,ULK1,ATPAF2,0.142
3305482,ULK1,TMEM273,0.142
3305483,ULK1,DUSP28,0.142
3305484,ULK1,AGBL5,-0.141
3305485,ULK1,TRMT9B,0.141
3305486,ULK1,FASTK,0.141
3305487,ULK1,METTL27,0.135
3305488,ULK1,TNFAIP2,-0.134
3305489,ULK1,OIT3,-0.134
3305490,ULK1,LIPI,-0.133
3305491,ULK1,RAB20,0.133
3305492,ULK1,SRCIN1,-0.132
3305493,ULK1,OR14J1,-0.132
3305494,ULK1,ATG10,0.129
3305495,ULK1,ZNF552,-0.129
3305496,ULK1,CXXC4,0.129
3305497,ULK1,RAF1,0.128
3305498,ULK1,HINT2,0.125
3305499,ULK1,ATXN7L3B,-0.123
3305500,ULK1,PAK1,-0.122
3305501,ULK1,SEC16A,0.122
3305502,ULK1,OTULINL,0.122
3305503,ULK1,ZBTB12,-0.121
3305504,ULK1,PSMD2,0.12
3305505,ULK1,C20orf194,-0.119
3305506,ULK1,COA1,0.118
3305507,ULK1,SEZ6,0.118
3305508,ULK1,SPRY2,0.118
3305509,ULK1,AP4S1,0.115
3305510,ULK1,NAMPT,0.115
3305511,ULK1,FIP1L1,-0.115
3305512,ULK1,HLA-DQA1,0.114
3305513,ULK1,DNAL1,0.114
3305514,ULK1,NME5,-0.114
3305515,ULK1,SLC25A33,0.113
3305516,ULK1,ARFIP2,-0.113
3305517,ULK1,TMPRSS11E,-0.113
3305518,ULK1,ARMCX4,-0.112
3305519,ULK1,SLC6A18,-0.112
3305520,ULK1,ETNK2,-0.112
3305521,ULK1,IL1RAPL1,-0.111
3305522,ULK1,CRYBB3,-0.111
3305523,ULK1,CERKL,0.11
3305524,ULK1,GDF9,0.11
3305525,ULK1,OSER1,0.11
3305526,ULK1,KRTAP9-7,-0.11
3305527,ULK1,PRKAR2B,0.11
3305528,ULK1,GGCX,-0.109
3305529,ULK1,GSAP,0.109
3305530,ULK1,GPAT3,-0.109
3305531,ULK1,FFAR1,-0.109
3305532,ULK1,PI3,0.109
3305533,ULK1,SUN1,0.109
3305534,ULK1,PARD6B,0.109
3305535,ULK1,TIMP4,0.108
3305536,ULK1,FSHR,-0.108
3305537,ULK1,CABIN1,-0.108
3305538,ULK1,CRTC1,-0.108
3305539,ULK1,C10orf120,0.108
3305540,ULK1,XIRP1,-0.107
3305541,ULK1,LRRC1,-0.107
3305542,ULK1,IKBKB,-0.107
3305543,ULK1,EIF3K,-0.107
3305544,ULK1,SRARP,0.107
3305545,ULK1,SSTR5,-0.107
3305546,ULK1,INSYN2B,0.107
3305547,ULK1,ZBTB11,0.106
3305548,ULK1,TRPM7,-0.106
3305549,ULK1,HAAO,-0.106
3305550,ULK1,AMOTL1,-0.105
3305551,ULK1,DUSP14,-0.105
3305552,ULK1,ZNF280B,-0.105
3305553,ULK1,GOLGA8B,0.105
3305554,ULK1,NXNL1,-0.105
3305555,ULK1,ITSN2,-0.105
3305556,ULK1,PASD1,-0.104
3305557,ULK1,RHOBTB3,-0.103
3305558,ULK1,SLC30A7,-0.103
3305559,ULK1,ACER1,-0.103
3305560,ULK1,DESI2,-0.103
3305561,ULK1,ITLN2,-0.102
3305562,ULK1,OPRM1,0.102
3437581,ATG4A,BEX2,0.281
3437582,ATG4A,TRPC5,0.258
3437583,ATG4A,NAP1L3,0.253
3437584,ATG4A,GLA,0.244
3437585,ATG4A,PRAF2,0.237
3437586,ATG4A,PABPC5,0.229
3437587,ATG4A,CT47A8,0.229
3437588,ATG4A,ZCCHC12,0.229
3437589,ATG4A,PAK3,0.223
3437590,ATG4A,MAGEA9,0.22
3437591,ATG4A,NXF2,0.218
3437592,ATG4A,SLC6A14,0.213
3437593,ATG4A,SLC25A14,0.212
3437594,ATG4A,MID2,0.21
3437595,ATG4A,RHOXF2,0.209
3437596,ATG4A,LONRF3,0.207
3437597,ATG4A,CXorf21,0.205
3437598,ATG4A,RTL8B,0.203
3437599,ATG4A,L1CAM,0.203
3437600,ATG4A,GABRA3,0.198
3437601,ATG4A,ZBTB33,0.197
3437602,ATG4A,CHAT,-0.197
3437603,ATG4A,FAM122C,0.196
3437604,ATG4A,PHLDA1,-0.196
3437605,ATG4A,UBXN1,0.196
3437606,ATG4A,XAGE1A,0.192
3437607,ATG4A,RAB9B,0.191
3437608,ATG4A,CAPN6,0.191
3437609,ATG4A,ADAMTSL3,-0.191
3437610,ATG4A,XPNPEP2,0.19
3437611,ATG4A,CNIH2,0.19
3437612,ATG4A,RP2,0.19
3437613,ATG4A,ARMCX6,0.189
3437614,ATG4A,CT83,0.189
3437615,ATG4A,RAB40A,0.189
3437616,ATG4A,WNK3,0.187
3437617,ATG4A,ADAMTS5,-0.187
3437618,ATG4A,TMEM163,-0.187
3437619,ATG4A,RNF128,0.184
3437620,ATG4A,ZCCHC18,0.183
3437621,ATG4A,BEX3,0.183
3437622,ATG4A,SSX5,0.182
3437623,ATG4A,H2BW2,0.181
3437624,ATG4A,RPS6KA3,0.181
3437625,ATG4A,S1PR5,-0.18
3437626,ATG4A,CCNB3,0.179
3437627,ATG4A,HEPH,0.179
3437628,ATG4A,CREBRF,0.179
3437629,ATG4A,JADE3,0.17800000000000002
3437630,ATG4A,PCYT1B,0.177
3437631,ATG4A,IFIT5,0.177
3437632,ATG4A,NXF5,0.17600000000000002
3437633,ATG4A,MAGEA1,0.17600000000000002
3437634,ATG4A,NET1,0.175
3437635,ATG4A,IL1RAPL1,0.175
3437636,ATG4A,CT45A1,0.175
3437637,ATG4A,GPC3,0.174
3437638,ATG4A,GHITM,0.171
3437639,ATG4A,FOXN4,-0.171
3437640,ATG4A,ZFR2,0.17
3437641,ATG4A,TRMT2B,0.17
3437642,ATG4A,SNX29,-0.17
3437643,ATG4A,BTK,0.16899999999999998
3437644,ATG4A,RAB11FIP5,-0.16899999999999998
3437645,ATG4A,IQCH,0.16899999999999998
3437646,ATG4A,TCP11X2,0.16899999999999998
3437647,ATG4A,MAGEC3,0.16899999999999998
3437648,ATG4A,KLF8,0.168
3437649,ATG4A,ATP6V0C,-0.16699999999999998
3437650,ATG4A,TAF7L,0.16699999999999998
3437651,ATG4A,MCTS1,0.16699999999999998
3437652,ATG4A,NUDT13,0.16699999999999998
3437653,ATG4A,CXorf40A,0.166
3437654,ATG4A,PBDC1,0.166
3437655,ATG4A,CAST,0.166
3437656,ATG4A,PDZD11,0.166
3437657,ATG4A,CMSS1,0.165
3437658,ATG4A,IRX1,-0.165
3437659,ATG4A,DOCK11,0.165
3437660,ATG4A,SMAGP,0.16399999999999998
3437661,ATG4A,ARAF,0.16399999999999998
3437662,ATG4A,RNF223,-0.16399999999999998
3437663,ATG4A,CDC16,-0.16399999999999998
3437664,ATG4A,GSDMA,0.163
3437665,ATG4A,EFHC2,0.163
3437666,ATG4A,TMEM31,0.163
3437667,ATG4A,CYLC1,0.163
3437668,ATG4A,OR4D9,0.162
3437669,ATG4A,C12orf29,0.162
3437670,ATG4A,ATP5MD,0.162
3437671,ATG4A,AKAP14,0.161
3437672,ATG4A,C2orf72,-0.161
3437673,ATG4A,RAB41,0.16
3437674,ATG4A,NDP,0.16
3437675,ATG4A,CLEC4E,0.16
3437676,ATG4A,CYBB,0.16
3437677,ATG4A,BEX5,0.16
3437678,ATG4A,DCAF12L1,0.159
3437679,ATG4A,ACOX3,0.158
3437680,ATG4A,HECW1,-0.158
3437681,ATG4A,HES3,-0.184
3437682,ATG4A,PRDM14,-0.177
3437683,ATG4A,FAM236A,-0.173
3437684,ATG4A,ITGB5,-0.16
3437685,ATG4A,LAPTM4A,-0.16
3437686,ATG4A,LAMB3,-0.159
3437687,ATG4A,SDC1,-0.157
3437688,ATG4A,FST,-0.156
3437689,ATG4A,ANK3,-0.154
3437690,ATG4A,HTR1A,0.152
3437691,ATG4A,SLC6A5,0.152
3437692,ATG4A,C4orf36,-0.151
3437693,ATG4A,SOX18,0.15
3437694,ATG4A,SDC4,-0.14800000000000002
3437695,ATG4A,ANXA2,-0.14800000000000002
3437696,ATG4A,DARS1,0.14800000000000002
3437697,ATG4A,ZNF317,0.147
3437698,ATG4A,PERP,-0.146
3437699,ATG4A,RND3,-0.145
3437700,ATG4A,FCHO1,0.145
3437701,ATG4A,FZD6,-0.14400000000000002
3437702,ATG4A,TRPM4,-0.14300000000000002
3437703,ATG4A,OTP,0.14300000000000002
3437704,ATG4A,NME5,-0.142
3437705,ATG4A,PARP15,0.142
3437706,ATG4A,SEMA3C,-0.141
3437707,ATG4A,SNX7,-0.141
3437708,ATG4A,TSPAN6,-0.14
3437709,ATG4A,AGRN,-0.14
3437710,ATG4A,BCAR1,-0.14
3437711,ATG4A,PON2,-0.139
3437712,ATG4A,ENO3,0.139
3437713,ATG4A,TSC22D1,-0.139
3437714,ATG4A,KLF5,-0.139
3437715,ATG4A,F2RL1,-0.139
3437716,ATG4A,ARHGAP9,0.139
3437717,ATG4A,ZNF37A,0.139
3437718,ATG4A,CAPN2,-0.138
3437719,ATG4A,CXorf65,0.13699999999999998
3437720,ATG4A,DDX49,0.13699999999999998
3437721,ATG4A,USP53,-0.136
3437722,ATG4A,S100A11,-0.136
3437723,ATG4A,RCSD1,0.136
3437724,ATG4A,CATSPERB,-0.136
3437725,ATG4A,MOCOS,-0.136
3437726,ATG4A,CBFA2T3,0.136
3437727,ATG4A,NIBAN3,0.135
3437728,ATG4A,NPTN,-0.135
3437729,ATG4A,SH2D4A,-0.135
3437730,ATG4A,NIFK,0.135
3437731,ATG4A,LRRC8E,-0.135
3437732,ATG4A,SH3BP4,-0.134
3437733,ATG4A,EGFR,-0.134
3437734,ATG4A,B4GALT1,-0.134
3437735,ATG4A,CD151,-0.134
3437736,ATG4A,TNKS1BP1,-0.134
3437737,ATG4A,IFT43,-0.133
3437738,ATG4A,SASH3,0.133
3437739,ATG4A,FAM160A1,-0.133
3437740,ATG4A,SAPCD1,0.133
3437741,ATG4A,CAV1,-0.133
3437742,ATG4A,SH3RF1,-0.133
3437743,ATG4A,MYO1B,-0.133
3437744,ATG4A,ATP1A3,0.132
3437745,ATG4A,AHNAK,-0.132
3437746,ATG4A,PPP1R3E,0.132
3437747,ATG4A,LAMC1,-0.131
3437748,ATG4A,MPP5,-0.131
3437749,ATG4A,EPB41L1,-0.131
3437750,ATG4A,S100A16,-0.131
3437751,ATG4A,MTO1,0.131
3437752,ATG4A,CPSF4L,0.131
3437753,ATG4A,NDFIP2,-0.13
3437754,ATG4A,CELF2,0.13
3437755,ATG4A,GAST,-0.13
3437756,ATG4A,MATK,0.13
3437757,ATG4A,RMND1,0.129
3437758,ATG4A,SH3D19,-0.129
3437759,ATG4A,NAP1L2,-0.129
3437760,ATG4A,CD46,-0.129
3437761,ATG4A,CARMIL1,-0.129
3437762,ATG4A,LIMA1,-0.129
3437763,ATG4A,ARMC6,0.129
3437764,ATG4A,BAIAP2L1,-0.129
3437765,ATG4A,S100A10,-0.128
3437766,ATG4A,CYP2S1,-0.128
3437767,ATG4A,PLEC,-0.128
3437768,ATG4A,AR,-0.154
3437769,ATG4A,TCEAL1,-0.151
3437770,ATG4A,TCEAL3,-0.151
3437771,ATG4A,TCEAL4,-0.151
3437772,ATG4A,MORF4L2,-0.15
3437773,ATG4A,GPRASP2,-0.15
3437774,ATG4A,ARMCX5,-0.15
3437775,ATG4A,BHLHB9,-0.15
3437776,ATG4A,GPRASP1,-0.15
3437777,ATG4A,FAM199X,-0.15
3437778,ATG4A,PLP1,-0.15
3437779,ATG4A,TMSB15A,-0.149
3437780,ATG4A,H2BW1,-0.149
3437781,ATG4A,TCEAL9,-0.149
3437782,ATG4A,TCEAL7,-0.149
3437783,ATG4A,TCEAL8,-0.149
3437784,ATG4A,BEX4,-0.149
3437785,ATG4A,TCEAL5,-0.149
3437786,ATG4A,SLC25A53,-0.14800000000000002
3437787,ATG4A,GLRA4,-0.14800000000000002
3437788,ATG4A,ESX1,-0.14800000000000002
3437789,ATG4A,BEX1,-0.147
3437790,ATG4A,VSIG4,-0.146
3437791,ATG4A,SPIN4,-0.146
3437792,ATG4A,LAS1L,-0.146
3437793,ATG4A,NXF3,-0.146
3437794,ATG4A,ZC3H12B,-0.145
3437795,ATG4A,TCEAL6,-0.14300000000000002
3437796,ATG4A,TCEAL2,-0.14300000000000002
3437797,ATG4A,MTMR8,-0.142
3437798,ATG4A,ASB12,-0.142
3437799,ATG4A,ITIH6,-0.142
3437800,ATG4A,EDA2R,-0.142
3437801,ATG4A,AMER1,-0.141
3437802,ATG4A,RAB40AL,-0.14
3437803,ATG4A,MAGED2,-0.138
3437804,ATG4A,MSN,-0.138
3437805,ATG4A,ZC4H2,-0.136
3437806,ATG4A,ARHGEF9,-0.136
3437807,ATG4A,PRPS1,-0.136
3437808,ATG4A,VSIG1,-0.136
3437809,ATG4A,TSC22D3,-0.136
3437810,ATG4A,IL1RAPL2,-0.135
3437811,ATG4A,GNL3L,-0.135
3437812,ATG4A,RGN,-0.135
3437813,ATG4A,COBLL1,0.135
3437814,ATG4A,IQSEC2,-0.135
3437815,ATG4A,PSMD10,-0.134
3437816,ATG4A,COL4A6,-0.134
3437817,ATG4A,ATG4A,-0.134
3437818,ATG4A,PAGE5,-0.134
3437819,ATG4A,TRO,-0.134
3437820,ATG4A,PFKFB1,-0.134
3437821,ATG4A,GPR173,-0.134
3437822,ATG4A,TSPYL2,-0.134
3437823,ATG4A,GRB14,0.134
3437824,ATG4A,CHST7,-0.134
3437825,ATG4A,PAGE4,-0.133
3437826,ATG4A,SLC9A7,-0.133
3437827,ATG4A,MAGEH1,-0.133
3437828,ATG4A,SEC61G,-0.104
3437829,ATG4A,BRI3,-0.097
3437830,ATG4A,FBXL13,-0.097
3437831,ATG4A,LRRC17,-0.097
3437832,ATG4A,PUS7,-0.096
3437833,ATG4A,SRPK2,-0.094
3437834,ATG4A,RASA4,-0.094
3437835,ATG4A,LRWD1,-0.094
3437836,ATG4A,ALKBH4,-0.094
3437837,ATG4A,POLR2J,-0.094
3437838,ATG4A,SPDYE2,-0.094
3437839,ATG4A,FAM185A,-0.093
3437840,ATG4A,TECPR1,-0.093
3437841,ATG4A,BHLHA15,-0.093
3437842,ATG4A,ORC5,-0.093
3437843,ATG4A,NAPEPLD,-0.092
3437844,ATG4A,ARMC10,-0.092
3437845,ATG4A,ORAI2,-0.092
3437846,ATG4A,KMT2E,-0.092
3437847,ATG4A,CUX1,-0.091
3437848,ATG4A,PRKRIP1,-0.09
3437849,ATG4A,FOXP2,-0.08900000000000001
3437850,ATG4A,CAV2,-0.08900000000000001
3437851,ATG4A,PSMC2,-0.08900000000000001
3437852,ATG4A,SLC26A5,-0.08900000000000001
3437853,ATG4A,PMPCB,-0.08900000000000001
3437854,ATG4A,DNAJC2,-0.08900000000000001
3437855,ATG4A,RELN,-0.08900000000000001
3437856,ATG4A,LANCL2,-0.08800000000000001
3437857,ATG4A,RINT1,-0.086
3437858,ATG4A,MET,-0.086
3437859,ATG4A,VSTM2A,-0.085
3437860,ATG4A,NPTX2,-0.085
3437861,ATG4A,MYL10,-0.084
3437862,ATG4A,VOPP1,-0.084
3437863,ATG4A,TFEC,-0.084
3437864,ATG4A,TMEM130,-0.083
3437865,ATG4A,TRRAP,-0.083
3437866,ATG4A,MDFIC,-0.083
3437867,ATG4A,MZT1,0.083
3437868,ATG4A,TES,-0.083
3437869,ATG4A,BORA,0.083
3437870,ATG4A,DIS3,0.083
3437871,ATG4A,PIBF1,0.083
3437872,ATG4A,KPNA7,-0.08199999999999999
3437873,ATG4A,LAMB1,-0.08199999999999999
3437874,ATG4A,MTERF1,-0.08199999999999999
3437875,ATG4A,AKAP9,-0.08199999999999999
3437876,ATG4A,LMTK2,-0.08199999999999999
3437877,ATG4A,SYPL1,-0.08199999999999999
3437878,ATG4A,ARPC1A,-0.08199999999999999
3437879,ATG4A,ARPC1B,-0.08199999999999999
3437880,ATG4A,LRRD1,-0.08199999999999999
3437881,ATG4A,SMURF1,-0.081
3437882,ATG4A,CYP51A1,-0.081
3437883,ATG4A,ATXN7L1,-0.081
3437884,ATG4A,PIK3CG,-0.081
3437885,ATG4A,CCDC71L,-0.081
3437886,ATG4A,CDHR3,-0.081
3437887,ATG4A,DLD,-0.081
3437888,ATG4A,IFT22,-0.081
3437889,ATG4A,NRCAM,-0.081
3437890,ATG4A,PRKAR2B,-0.081
3437891,ATG4A,VGF,-0.08
3437892,ATG4A,SERPINE1,-0.08
3437893,ATG4A,NAT16,-0.08
3437894,ATG4A,AP1S1,-0.08
3437895,ATG4A,CBLL1,-0.08
3437896,ATG4A,SLC26A4,-0.08
3437897,ATG4A,PYY,0.173
3437898,ATG4A,TMEM125,-0.157
3437899,ATG4A,NR3C2,-0.149
3437900,ATG4A,METTL27,-0.146
3437901,ATG4A,CTSB,0.145
3437902,ATG4A,KCNC4,0.138
3437903,ATG4A,MFAP5,-0.132
3437904,ATG4A,DAOA,0.131
3437905,ATG4A,SERAC1,0.13
3437906,ATG4A,CXXC4,-0.127
3437907,ATG4A,HDHD2,-0.127
3437908,ATG4A,DUSP28,-0.127
3437909,ATG4A,C5orf34,-0.126
3437910,ATG4A,IL5RA,-0.126
3437911,ATG4A,LRRC1,-0.126
3437912,ATG4A,TMEM128,-0.125
3437913,ATG4A,RAMAC,-0.125
3437914,ATG4A,CALY,-0.125
3437915,ATG4A,ABRA,0.123
3437916,ATG4A,DHX38,0.123
3437917,ATG4A,REG1B,-0.121
3437918,ATG4A,WDR44,-0.121
3437919,ATG4A,ASCC2,0.121
3437920,ATG4A,PDE6A,-0.121
3437921,ATG4A,SLC35D2,-0.12
3437922,ATG4A,CYP4B1,-0.12
3437923,ATG4A,RASAL3,-0.119
3437924,ATG4A,PLAAT2,-0.119
3437925,ATG4A,IFT172,-0.119
3437926,ATG4A,LAMB2,0.118
3437927,ATG4A,PCBP2,0.118
3437928,ATG4A,GIGYF1,0.118
3437929,ATG4A,CRTC1,0.117
3437930,ATG4A,EIF2B2,0.117
3437931,ATG4A,PAQR4,-0.116
3437932,ATG4A,ZNF507,-0.116
3437933,ATG4A,ATP7A,-0.116
3437934,ATG4A,METTL8,-0.115
3437935,ATG4A,CEL,0.115
3437936,ATG4A,LHFPL1,-0.114
3437937,ATG4A,CCN4,-0.114
3437938,ATG4A,CERKL,-0.114
3437939,ATG4A,TFAP4,-0.113
3437940,ATG4A,TGM5,0.113
3437941,ATG4A,COIL,0.113
3437942,ATG4A,EIF3J,0.113
3437943,ATG4A,BCL2L14,0.113
3437944,ATG4A,CHMP4A,-0.113
3437945,ATG4A,PHOX2A,0.113
3437946,ATG4A,TMEM117,-0.113
3437947,ATG4A,KLRC1,-0.113
3437948,ATG4A,WDHD1,-0.112
3437949,ATG4A,MAL,-0.112
3437950,ATG4A,KCNK16,0.112
3437951,ATG4A,SLC26A2,-0.112
3437952,ATG4A,FNIP1,-0.112
3437953,ATG4A,SPRY1,-0.111
3437954,ATG4A,SUZ12,-0.111
3437955,ATG4A,DEFB131A,-0.111
3437956,ATG4A,CHRNA6,0.11
3437957,ATG4A,ANAPC2,-0.11
3437958,ATG4A,ZNF546,-0.11
3437959,ATG4A,KLF17,0.109
3437960,ATG4A,WARS2,0.109
3437961,ATG4A,KRTAP19-5,-0.108
3437962,ATG4A,GIMAP4,0.108
3437963,ATG4A,ADGRG2,-0.108
3437964,ATG4A,CCND1,-0.108
3437965,ATG4A,TSN,0.108
3437966,ATG4A,NFU1,0.108
3437967,ATG4A,C18orf25,0.108
3437968,ATG4A,ATPAF1,-0.108
3437969,ATG4A,CDCA7,-0.108
3437970,ATG4A,TFE3,-0.108
3437971,ATG4A,MYOC,0.107
3437972,ATG4A,EEF1B2,-0.107
3437973,ATG4A,VWA2,0.107
3437974,ATG4A,TLE2,0.107
3437975,ATG4A,SMARCB1,0.107
3437976,ATG4A,CLUAP1,-0.107
3437977,ATG4A,SLC6A17,-0.107
3437978,ATG4A,ZNF710,-0.107
3437979,ATG4A,ZNF23,-0.107
3437980,ATG4A,SLC30A6,0.106
3437981,ATG4A,HPSE,-0.106
3437982,ATG4A,C4orf3,0.106
3437983,ATG4A,BECN1,-0.106
3437984,ATG4A,MORF4L1,-0.106
3437985,ATG4A,ATG12,-0.106
3437986,ATG4A,RPL10L,0.106
3437987,ATG4A,SPINK7,0.106
3437988,ATG4A,LIF,0.106
3529974,ATG3,ATG7,0.472
3529975,ATG3,RB1CC1,0.37
3529976,ATG3,ATG5,0.361
3529977,ATG3,ATG12,0.341
3529978,ATG3,ATG101,0.333
3529979,ATG3,ATG13,0.321
3529980,ATG3,ATG10,0.308
3529981,ATG3,ATG9A,0.306
3529982,ATG3,ATG14,0.292
3529983,ATG3,ATG16L1,0.274
3529984,ATG3,ULK1,0.237
3529985,ATG3,EPG5,0.228
3529986,ATG3,SESN2,0.205
3529987,ATG3,AGBL1,-0.199
3529988,ATG3,PLEKHM2,0.19
3529989,ATG3,WDR45,0.19
3529990,ATG3,RELL2,0.177
3529991,ATG3,C3orf62,0.175
3529992,ATG3,LAMTOR4,-0.174
3529993,ATG3,KEAP1,0.173
3529994,ATG3,RPL37,-0.171
3529995,ATG3,RPS13,-0.17
3529996,ATG3,GGCT,-0.16899999999999998
3529997,ATG3,NCAPG,-0.16899999999999998
3529998,ATG3,ADAMTSL4,0.168
3529999,ATG3,PRR13,0.168
3530000,ATG3,C1orf162,0.168
3530001,ATG3,ABCG1,-0.16699999999999998
3530002,ATG3,DEPDC5,0.166
3530003,ATG3,ATG4B,0.165
3530004,ATG3,ST14,0.16399999999999998
3530005,ATG3,DDIT4,0.163
3530006,ATG3,ZNF829,0.16
3530007,ATG3,TRIM25,0.16
3530008,ATG3,MRPS15,0.16
3530009,ATG3,PHF20,-0.16
3530010,ATG3,KHDC4,0.159
3530011,ATG3,OR52N4,-0.159
3530012,ATG3,H3C8,0.159
3530013,ATG3,WIPI2,0.157
3530014,ATG3,CCDC185,-0.157
3530015,ATG3,TPO,-0.157
3530016,ATG3,FARSB,-0.156
