,Gene,Compound,Correlation
7137,TRADD,ANTKMT,-0.126
7138,TRADD,HOXC12,-0.125
7139,TRADD,PPM1F,-0.125
7140,TRADD,QDPR,-0.124
7141,TRADD,COX8C,-0.124
7142,TRADD,EDDM3A,-0.124
7143,TRADD,TBL1X,-0.124
7144,TRADD,PPP1R26,-0.124
7145,TRADD,PRMT3,-0.12300000000000001
7146,TRADD,RNF26,-0.12300000000000001
7147,TRADD,CCDC82,-0.12300000000000001
7148,TRADD,GCH1,-0.12300000000000001
7149,TRADD,BEX5,-0.12300000000000001
7150,TRADD,VPREB3,-0.12300000000000001
7151,TRADD,CTSE,-0.12300000000000001
7152,TRADD,GOLGA7B,-0.122
7153,TRADD,DYNAP,-0.122
7154,TRADD,SLC25A29,-0.122
7155,TRADD,AHRR,-0.122
7156,TRADD,TGFBRAP1,-0.122
7157,TRADD,PSMD14,-0.12
7158,TRADD,GLDN,-0.12
7159,TRADD,RPS12,-0.12
7160,TRADD,SLC19A1,-0.12
7161,TRADD,CCDC66,-0.11900000000000001
7162,TRADD,SERPINA10,-0.11900000000000001
7163,TRADD,ALG12,-0.11900000000000001
7164,TRADD,NDUFV1,-0.11800000000000001
7165,TRADD,CPSF1,-0.11800000000000001
7166,TRADD,HOMER2,-0.11800000000000001
7167,TRADD,ATP5MC1,-0.11800000000000001
7169,TRADD,SLC4A9,-0.11800000000000001
7170,TRADD,MBOAT7,-0.11699999999999999
7171,TRADD,FARP1,-0.11699999999999999
7172,TRADD,MBTPS1,-0.11699999999999999
7173,TRADD,RAD50,-0.11699999999999999
7174,YY1,BRF1,0.327
7175,YY1,PABPN1,0.262
7176,YY1,GTF2A1,0.25
7177,YY1,DDX24,0.242
7178,YY1,WDR25,0.235
7179,YY1,NRDE2,0.228
7180,YY1,GUK1,-0.22
7181,YY1,EIF5,0.217
7182,YY1,MCTP1,0.213
7183,YY1,TUBGCP6,0.21100000000000002
7184,YY1,DHX38,0.201
7185,YY1,POLE2,0.201
7186,YY1,MGAT4A,-0.201
7187,YY1,TMEM41B,0.19399999999999998
7188,YY1,LRR1,0.19399999999999998
7189,YY1,GGPS1,-0.193
7190,YY1,HSPA8,0.191
7191,YY1,SEL1L,0.188
7192,YY1,OR11G2,0.188
7193,YY1,RBBP6,0.187
7194,YY1,NFS1,0.18600000000000005
7195,YY1,EIF2B2,0.185
7196,YY1,TFPT,0.184
7197,YY1,TEDC2,0.18
7198,YY1,PCID2,-0.18
7199,YY1,TFIP11,0.179
7200,YY1,IGBP1,0.17800000000000002
7201,YY1,AKIRIN2,0.17800000000000002
7202,YY1,RPLP1,0.177
7203,YY1,ACIN1,0.177
7204,YY1,MED27,0.17600000000000002
7205,YY1,MIA2,0.17600000000000002
7206,YY1,SLC5A10,-0.17600000000000002
7207,YY1,RPS29,0.175
7208,YY1,CBWD6,-0.175
7209,YY1,ELOF1,0.174
7210,YY1,LSM10,-0.17300000000000001
7211,YY1,PSMC6,0.17300000000000001
7212,YY1,GBP7,-0.17300000000000001
7213,YY1,ASB8,-0.17300000000000001
7214,YY1,TOMM20L,0.172
7215,YY1,SUDS3,0.172
7216,YY1,MSL2,0.171
7217,YY1,VWA8,0.171
7218,YY1,EPS8L1,0.171
7219,YY1,TBCC,0.168
7220,YY1,SRSF3,0.16699999999999998
7221,YY1,CA9,-0.16699999999999998
7222,YY1,SNCG,-0.16699999999999998
7223,YY1,MLLT6,-0.166
7224,YY1,ZCCHC3,0.166
7225,YY1,RFC2,-0.166
7226,YY1,ALG14,-0.165
7227,YY1,MEPE,-0.165
7228,YY1,WTIP,0.16399999999999998
7229,YY1,FKBP3,0.16399999999999998
7230,YY1,IRF4,0.16399999999999998
7231,YY1,GOSR2,0.16399999999999998
7232,YY1,MRPL45,-0.16399999999999998
7233,YY1,GTF2H5,0.163
7234,YY1,NAA35,-0.162
7235,YY1,MOB4,-0.162
7236,YY1,RPL13A,0.161
7237,YY1,FBLN7,-0.161
7238,YY1,USP42,0.161
7239,YY1,MFSD9,-0.161
7240,YY1,MED10,0.16
7241,YY1,GAD1,-0.16
7242,YY1,GTF3C2,-0.16
7243,YY1,MYH2,-0.16
7244,YY1,CCDC36,-0.159
7245,YY1,HNRNPU,0.159
7246,YY1,CAPN11,-0.159
7247,YY1,EDDM3A,0.159
7248,YY1,PPIL4,0.158
7249,YY1,ZNF658,-0.158
7250,YY1,USP9X,0.158
7251,YY1,TMEM176A,0.158
7252,YY1,POLR3H,-0.158
7253,YY1,RPS3A,0.157
7254,YY1,RPL27A,0.157
7255,YY1,FBLN2,0.156
7256,YY1,ELK3,-0.155
7257,YY1,INO80E,0.155
7258,YY1,SRRD,0.155
7259,YY1,USP49,-0.154
7260,YY1,CPXM2,-0.154
7261,YY1,SP3,-0.154
7262,YY1,IKZF1,0.154
7263,YY1,FGFR1OP,0.154
7264,YY1,ACSM1,0.154
7265,YY1,IARS2,-0.154
7266,YY1,BRAP,0.153
7267,YY1,KIF21B,-0.153
7268,YY1,TMEM252,-0.153
7269,YY1,OR10G3,0.153
7270,YY1,CRLS1,-0.153
7271,YY1,ZNF225,-0.152
7272,YY1,SMAD7,0.152
7273,YY1,HNRNPC,0.152
7274,YY1,AP4S1,0.24
7275,YY1,CPSF2,0.237
7276,YY1,ALKBH1,0.222
7277,YY1,RCOR1,0.221
7278,YY1,CCNK,0.221
7279,YY1,SETD3,0.21899999999999997
7280,YY1,MAF,-0.21899999999999997
7281,YY1,YY1,0.217
7282,YY1,CDCA4,0.214
7283,YY1,ATXN3,0.212
7284,YY1,ZC3H14,0.209
7285,YY1,MARK3,0.207
7286,YY1,MTHFD1,0.207
7287,YY1,ISCA2,0.20600000000000002
7288,YY1,MNAT1,0.20600000000000002
7289,YY1,CNIH1,0.205
7290,YY1,TRMT5,0.198
7291,YY1,CINP,0.19699999999999998
7292,YY1,AHNAK2,0.196
7293,YY1,DNAJB9,-0.195
7294,YY1,VTI1B,0.19399999999999998
7295,YY1,COA8,0.192
7296,YY1,PAPOLA,0.192
7297,YY1,MRPL52,0.192
7298,YY1,PSMA3,0.191
7299,YY1,SLIRP,0.19
7300,YY1,CYFIP2,-0.19
7301,YY1,TANGO6,0.18899999999999997
7302,YY1,TRIP11,0.18899999999999997
7303,YY1,IGFBP4,0.18899999999999997
7304,YY1,PNMA1,0.18899999999999997
7305,YY1,PRTFDC1,0.188
7306,YY1,CDC42EP2,0.187
7307,YY1,ATRNL1,-0.18600000000000005
7308,YY1,WDR20,0.18600000000000005
7309,YY1,ZNF839,0.18600000000000005
7310,YY1,NEMF,0.18600000000000005
7311,YY1,KLC1,0.185
7312,YY1,NUMB,0.185
7313,YY1,STYX,0.184
7314,YY1,TMX1,0.183
7315,YY1,SEMA6A,-0.183
7316,YY1,FANCM,0.183
7317,YY1,RPL36AL,0.18100000000000002
7318,YY1,XRCC3,0.18100000000000002
7319,YY1,BTG2,-0.18100000000000002
7320,YY1,GLRX5,0.18
7321,YY1,DYNC1H1,0.179
7323,YY1,DNAL1,0.179
7324,YY1,COTL1,0.17800000000000002
7325,YY1,EHD2,0.17800000000000002
7326,YY1,GNPNAT1,0.17800000000000002
7327,YY1,TTLL5,0.177
7328,YY1,DYNC2H1,0.177
7329,YY1,FOSL1,0.177
7330,YY1,PRORP,0.177
7331,YY1,LARGE1,-0.177
7332,YY1,TMEM255A,-0.17600000000000002
7333,YY1,CYTL1,-0.17600000000000002
7334,YY1,MIPOL1,0.175
7335,YY1,CLBA1,0.175
7336,YY1,ZFYVE21,0.175
7337,YY1,METTL8,0.174
7338,YY1,ST8SIA2,-0.174
7339,YY1,COQ2,0.174
7340,YY1,RBM25,0.174
7341,YY1,SIVA1,0.17300000000000001
7342,YY1,SLC25A37,0.17300000000000001
7343,YY1,INF2,0.172
7344,YY1,KTN1,0.172
7345,YY1,DBNDD2,0.172
7346,YY1,MPP5,0.172
7347,YY1,SNW1,0.172
7348,YY1,TRMT61A,0.171
7349,YY1,DNMBP,0.17
7350,YY1,CDKN3,0.17
7351,YY1,AHSA1,0.17
7352,YY1,ADORA2B,0.17
7353,YY1,PRMT5,0.17
7354,YY1,RTRAF,0.16899999999999998
7355,YY1,COQ6,0.16899999999999998
7356,YY1,TMC7,0.16899999999999998
7357,YY1,TMEM156,0.168
7358,YY1,NDUFA4L2,-0.168
7359,YY1,CPNE7,0.168
7360,YY1,PPP2R5C,0.168
7361,YY1,L3HYPDH,0.166
7362,YY1,PPP4R3A,0.166
7363,YY1,KPTN,0.166
7364,YY1,BAZ1A,0.166
7365,YY1,ANXA1,0.166
7366,YY1,MACROD2,-0.166
7367,YY1,ATG14,0.166
7371,YY1,SLC25A47,0.304
7372,YY1,SLC25A29,0.304
7374,YY1,WARS1,0.304
7375,YY1,DEGS2,0.303
7387,YY1,RTL1,0.301
7405,YY1,DLK1,0.3
7407,YY1,CYP46A1,0.299
7408,YY1,MOK,0.299
7409,YY1,BEGAIN,0.298
7410,YY1,BCL11B,0.298
7411,YY1,CCDC85C,0.298
7412,YY1,HSP90AA1,0.297
7413,YY1,EML1,0.297
7414,YY1,TECPR2,0.29600000000000004
7415,YY1,HHIPL1,0.29600000000000004
7416,YY1,ANKRD9,0.29600000000000004
7419,YY1,TRAF3,0.294
7423,YY1,TNFAIP2,0.29100000000000004
7435,YY1,AMN,0.289
7439,YY1,CDC42BPB,0.289
7447,YY1,ASPG,0.287
7450,YY1,KIF26A,0.28600000000000003
7452,YY1,C14orf177,0.28600000000000003
7453,YY1,RD3L,0.285
7454,YY1,TDRD9,0.285
7456,YY1,C14orf180,0.162
7506,YY1,CEP170B,0.16
7507,YY1,EVL,0.159
7508,YY1,AKT1,0.159
7510,YY1,ADSS1,0.159
7511,YY1,ZBTB42,0.159
7512,YY1,TMEM179,0.159
7513,YY1,WDR18,0.14800000000000002
7514,YY1,SCGB1D1,-0.14
7515,YY1,IQCF3,0.139
7516,YY1,TTC1,0.13699999999999998
7517,YY1,OSBPL2,0.132
7518,YY1,SLC5A11,0.126
7519,YY1,TRIM47,0.12300000000000001
7520,YY1,AK3,0.121
7521,YY1,ACAT1,0.11900000000000001
7522,YY1,FBXO33,-0.11900000000000001
7523,YY1,AEN,0.11800000000000001
7524,YY1,ADGRF1,0.11699999999999999
7525,YY1,GPR148,0.11699999999999999
7526,YY1,ZNF343,0.11599999999999999
7527,YY1,NDUFB7,-0.115
7528,YY1,SNX6,0.115
7529,YY1,TRDN,-0.114
7530,YY1,VHL,-0.113
7531,YY1,RAMP3,0.113
7532,YY1,FAM168A,0.113
7533,YY1,CXXC4,0.113
7534,YY1,ABHD11,0.111
7535,YY1,CLNS1A,0.11
7536,YY1,FEM1C,0.10800000000000001
7537,YY1,UBAP1,-0.10800000000000001
7538,YY1,TNK1,0.10800000000000001
7539,YY1,GALNT7,0.107
7540,YY1,FASTK,0.107
7541,YY1,IL10RA,-0.106
7542,YY1,WNK1,0.105
7544,YY1,DRAM1,-0.10400000000000001
7545,YY1,BPIFB3,-0.10300000000000001
7546,YY1,PIM1,0.10300000000000001
7547,YY1,PI3,-0.10300000000000001
7549,YY1,EBLN1,0.102
7550,YY1,MAGEB4,0.102
7551,YY1,ZC2HC1C,0.10099999999999999
7552,YY1,CTCFL,-0.10099999999999999
7553,YY1,TAAR6,-0.10099999999999999
7554,YY1,KRAS,0.10099999999999999
7555,YY1,MPI,-0.1
7556,YY1,HSD3B2,0.1
7557,YY1,SCLT1,-0.1
7558,YY1,OR2T10,0.1
7559,YY1,H3C12,0.1
7560,YY1,LRTOMT,-0.1
7561,YY1,MYRIP,-0.1
7562,YY1,HROB,0.1
7563,YY1,HUWE1,-0.099
7564,YY1,JAGN1,-0.099
7565,YY1,OR52E2,0.099
7567,YY1,FAM149A,0.099
7568,YY1,RAB2A,0.099
7569,YY1,L3MBTL1,0.099
7570,YY1,SPEM1,-0.099
7571,YY1,OR13C2,0.099
7572,YY1,URB2,0.099
7573,YY1,COBLL1,0.098
7574,YY1,RTL8B,-0.098
7575,YY1,ILDR1,-0.09699999999999999
7576,YY1,TOLLIP,0.09699999999999999
7577,YY1,TAS2R10,-0.09699999999999999
7578,YY1,CENPE,0.09699999999999999
7579,YY1,TREML2,0.096
7580,YY1,SLC25A21,-0.096
7581,YY1,NMRK2,-0.095
7582,YY1,OXT,-0.095
7583,YY1,B4GALT7,-0.095
7584,YY1,CXorf38,0.095
7585,YY1,ZKSCAN1,0.095
7586,YY1,CPLANE1,0.095
7587,YY1,AVPR2,0.094
7588,YY1,TTLL10,-0.094
7589,YY1,CLDN1,-0.094
7590,YY1,MAP2K2,0.094
7591,YY1,TASOR2,0.094
7592,YY1,ANKRD66,0.094
7593,YY1,NKX2-1,0.09300000000000001
7594,YY1,TEX11,0.09300000000000001
7595,YY1,SPATA13,0.09300000000000001
7596,YY1,YIF1A,0.09300000000000001
7597,YY1,PTGR1,0.09300000000000001
7598,YY1,PMPCB,0.09300000000000001
7599,YY1,CSRNP2,0.09300000000000001
7600,YY1,NEU4,0.09300000000000001
7601,YY1,FAM3A,0.092
7602,YY1,ZNF266,-0.092
7603,YY1,C2orf49,0.092
7604,YY1,PGLYRP4,0.092
7605,YY1,ZBTB2,0.092
7606,YY1,ACP2,0.087
7607,YY1,DEFB136,0.086
7608,YY1,DNAJC25,0.08
7609,HADH,DDX50,0.212
7610,HADH,JHY,0.21100000000000002
7611,HADH,ZNHIT2,-0.196
7612,HADH,ALOX5AP,-0.193
7613,HADH,CCNG1,0.192
7614,HADH,UGT2B11,0.192
7615,HADH,SMYD4,-0.191
7616,HADH,UGT2B4,0.19
7617,HADH,TFPI,0.187
7618,HADH,IFIT5,0.18600000000000005
7619,HADH,FBXO17,-0.185
7620,HADH,FTMT,0.183
7621,HADH,FAM91A1,0.182
7622,HADH,CREBRF,0.18
7623,HADH,B3GNT4,0.17800000000000002
7624,HADH,PACRGL,0.17600000000000002
7625,HADH,OXER1,0.17600000000000002
7626,HADH,OTUD4,0.175
7627,HADH,SQSTM1,0.175
7628,HADH,DMRTC2,-0.175
7629,HADH,CCDC150,-0.174
7630,HADH,TMTC3,0.174
7631,HADH,HOXD10,0.174
7632,HADH,PIGB,0.174
7633,HADH,GMPR,0.17
7634,HADH,CTAGE1,0.17
7635,HADH,PIP4K2A,-0.17
7636,HADH,NEK6,0.17
7637,HADH,RND1,0.17
7638,HADH,PIK3C2A,0.16899999999999998
7639,HADH,EMD,0.168
7640,HADH,KCNK17,0.168
7641,HADH,KLK8,-0.16699999999999998
7642,HADH,BBIP1,0.166
7643,HADH,HOXD11,0.166
7644,HADH,POU4F2,0.165
7645,HADH,ETV2,-0.165
7646,HADH,BMPR1B,0.165
7647,HADH,ERCC1,-0.165
7648,HADH,FMR1NB,0.165
7649,HADH,LAIR1,-0.16399999999999998
7650,HADH,CX3CR1,0.163
7651,HADH,PDCL2,0.163
7652,HADH,C1orf131,0.163
7653,HADH,NAA38,-0.163
7654,HADH,ASNSD1,0.162
7655,HADH,LYSMD2,0.162
7656,HADH,MAD2L1,0.162
7657,HADH,PKN1,-0.162
7658,HADH,UBXN11,0.162
7659,HADH,SYPL1,0.162
7660,HADH,CACNB2,-0.161
7661,HADH,SESN1,0.161
7662,HADH,CFAP36,0.16
7663,HADH,ODAPH,0.16
7664,HADH,TBC1D9,0.16
7665,HADH,NEDD4,0.16
7666,HADH,GLT8D1,0.16
7667,HADH,OR2L3,0.159
7668,HADH,C1orf141,0.159
7669,HADH,ZNF438,-0.158
7670,HADH,C4orf19,0.158
7671,HADH,DIXDC1,0.158
7672,HADH,TMED6,0.158
7673,HADH,HELQ,0.158
7674,HADH,MT1HL1,0.158
7675,HADH,LDOC1,-0.158
7676,HADH,NVL,-0.158
7677,HADH,ARPC1A,0.157
7678,HADH,RHOQ,0.157
7679,HADH,KIT,0.157
7680,HADH,KRTAP2-4,0.157
7681,HADH,ANKZF1,-0.157
7682,HADH,NEK10,0.157
7683,HADH,CRX,-0.156
7684,HADH,TRIM54,0.156
7685,HADH,MAGEA8,0.156
7686,HADH,CYP3A43,0.156
7687,HADH,ZCWPW1,0.156
7688,HADH,USP49,0.155
7689,HADH,NMS,0.155
7690,HADH,MOCS1,0.155
7691,HADH,AP1AR,0.155
7692,HADH,PAQR3,0.155
7693,HADH,PLAC8,0.155
7694,HADH,MCFD2,0.154
7695,HADH,NPM1,0.154
7696,HADH,HPF1,0.154
7697,HADH,PHYHIPL,0.154
7698,HADH,POC1B,0.154
7699,HADH,LRRC55,-0.154
7700,HADH,MAGED1,0.154
7701,HADH,SLC25A25,0.153
7702,HADH,UBE2U,0.153
7703,HADH,MID1,0.152
7704,HADH,SERPINA5,0.152
7705,HADH,MKNK2,-0.152
7706,HADH,SLAMF8,-0.152
7707,HADH,FKBP9,-0.152
7708,HADH,LCTL,-0.17800000000000002
7709,HADH,NES,-0.166
7710,HADH,FGF13,-0.16
7711,HADH,EYA1,-0.158
7712,HADH,TMTC1,-0.154
7713,HADH,DAAM2,-0.154
7714,HADH,SLC35G2,-0.153
7715,HADH,DHX36,-0.152
7716,HADH,ZP3,0.151
7717,HADH,RBMS1,-0.14800000000000002
7718,HADH,MCAM,-0.14800000000000002
7719,HADH,ZNF521,-0.147
7720,HADH,OR10J4,-0.147
7721,HADH,OLFML2B,-0.147
7722,HADH,ANTXR1,-0.141
7723,HADH,OAT,-0.141
7724,HADH,PLXNB3,-0.141
7725,HADH,LOXL3,-0.139
7726,HADH,PDLIM3,-0.139
7727,HADH,P2RX6,-0.139
7728,HADH,IFNA13,0.139
7729,HADH,EZR,0.138
7730,HADH,NXPE3,-0.138
7731,HADH,XPNPEP3,-0.136
7732,HADH,PKNOX2,-0.136
7733,HADH,SGCD,-0.136
7734,HADH,TNC,-0.136
7735,HADH,TPST1,-0.135
7736,HADH,TRIB2,-0.135
7737,HADH,CBR3,-0.135
7738,HADH,POPDC3,-0.134
7739,HADH,POLR2F,-0.134
7740,HADH,BVES,-0.133
7741,HADH,PTX3,-0.133
7742,HADH,PHLDB1,-0.132
7743,HADH,COL18A1,-0.132
7744,HADH,RASSF8,-0.132
7745,HADH,PSD4,0.132
7746,HADH,TMEM237,-0.131
7747,HADH,MROH2B,0.131
7748,HADH,MYC,0.131
7749,HADH,PRKD1,-0.131
7750,HADH,VEPH1,-0.131
7751,HADH,NOP53,0.131
7752,HADH,SLC38A6,-0.13
7753,HADH,DZIP3,-0.13
7754,HADH,MLXIPL,0.13
7755,HADH,KIRREL1,-0.13
7756,HADH,RPS29,0.13
7757,HADH,LZTS1,-0.13
7758,HADH,C1orf122,-0.129
7759,HADH,ISX,0.129
7760,HADH,ENOX1,-0.129
7761,HADH,ACVR1,-0.129
7762,HADH,FBXL7,-0.129
7763,HADH,SEMG1,0.129
7764,HADH,SPARC,-0.129
7765,HADH,SLC36A4,-0.128
7766,HADH,SHOX2,-0.128
7767,HADH,TBX15,-0.128
7768,HADH,DENND1C,0.128
7769,HADH,LY75,0.128
7770,HADH,MEGF10,-0.128
7771,HADH,SPINK4,0.127
7772,HADH,SDC2,-0.127
7773,HADH,GCK,-0.126
7774,HADH,ARMCX2,-0.126
7775,HADH,CADM3,-0.126
7776,HADH,PIGK,-0.126
7777,HADH,IRF8,0.126
7778,HADH,DDR2,-0.126
7779,HADH,PIK3AP1,0.126
7780,HADH,CHP2,0.125
7781,HADH,TTLL7,-0.125
7782,HADH,DNAJB11,-0.125
7783,HADH,OTC,0.125
7784,HADH,TMEM167A,-0.125
7785,HADH,FRMD4A,-0.124
7786,HADH,GSTT2B,-0.124
7787,HADH,C3orf14,-0.124
7788,HADH,ST8SIA1,-0.124
7789,HADH,ZNF75A,-0.124
7790,HADH,BTNL9,0.124
7791,HADH,GXYLT2,-0.124
7792,HADH,FUNDC2,-0.124
7793,HADH,ACY3,0.124
7794,HADH,REL,0.12300000000000001
7795,HADH,RDX,-0.12300000000000001
7796,HADH,NBEAL2,0.12300000000000001
7797,HADH,ACKR1,-0.122
7798,HADH,CALD1,-0.122
7799,HADH,LRRN4CL,-0.122
7800,HADH,AGR3,0.122
7801,HADH,WWTR1,-0.122
7802,HADH,HDGFL3,-0.122
7803,HADH,TMEM119,-0.122
7804,HADH,TRIM23,-0.122
7805,HADH,HSPB3,-0.122
7806,HADH,KLHL41,-0.122
7807,HADH,LRRC15,-0.121
7808,HADH,SLC38A9,-0.11900000000000001
7809,HADH,AREG,0.11800000000000001
7818,HADH,KCNE1B,0.11599999999999999
7838,HADH,TPTE,0.114
7839,HADH,PLPP1,-0.113
7840,HADH,DHX29,-0.11199999999999999
7841,HADH,CCNO,-0.11199999999999999
7842,HADH,ACOT2,0.111
7845,HADH,GPX8,-0.109
7846,HADH,MCIDAS,-0.109
7848,HADH,DDX4,-0.109
7849,HADH,ESM1,-0.109
7850,HADH,GZMK,-0.109
7856,HADH,EREG,0.10800000000000001
7857,HADH,GZMA,-0.10800000000000001
7858,HADH,CDC20B,-0.10800000000000001
7859,HADH,MTREX,-0.10800000000000001
7860,HADH,CXCL2,0.107
7866,HADH,SNX18,-0.106
7867,HADH,MTHFD2L,0.105
7869,HADH,CDKN2A,0.10400000000000001
7871,HADH,OPTN,0.10300000000000001
7876,HADH,EPGN,0.10099999999999999
7878,HADH,IL31RA,-0.1
7879,HADH,CRIP2,0.099
7880,HADH,RPL36AL,0.099
7881,HADH,MAP3K1,-0.099
7882,HADH,PRPF39,0.099
7885,HADH,SLC35E3,-0.099
7886,HADH,MINDY3,0.099
7887,HADH,PRPF18,0.098
7888,HADH,MTA1,0.098
7889,HADH,GLRA3,0.098
7893,HADH,UCMA,0.09699999999999999
7894,HADH,GPBP1,-0.09699999999999999
7895,HADH,TMTC4,0.09699999999999999
7896,HADH,PHYH,0.09699999999999999
7897,HADH,CADM2,-0.085
7899,HADH,EIF4E3,-0.08
7907,HADH,B2M,-0.078
7908,HADH,PATL2,-0.078
7910,HADH,FRG2C,-0.076
7913,HADH,ITGBL1,0.076
7914,HADH,SPG11,-0.075
7916,HADH,TRIM69,-0.075
7917,HADH,PROK2,-0.075
7918,HADH,GPR27,-0.075
7921,HADH,GGACT,0.07400000000000001
7928,HADH,POU1F1,-0.07400000000000001
7929,HADH,CHMP2B,-0.07400000000000001
7931,HADH,NALCN,0.07400000000000001
7932,HADH,FGF14,0.07400000000000001
7934,HADH,PPP4R2,-0.073
7935,HADH,VGLL3,-0.073
7936,HADH,SHQ1,-0.073
7937,HADH,ZIC5,0.073
7938,HADH,ZIC2,0.073
7939,HADH,PCCA,0.073
7940,HADH,SLITRK6,0.07200000000000001
7941,HADH,GPC6,0.07200000000000001
7942,HADH,GBE1,-0.07200000000000001
7943,HADH,EIF3J,-0.07
7946,HADH,GPC5,0.07
7947,HADH,NBAS,0.07
7950,HADH,SYNPO2,0.07
7951,HADH,DDX55,0.07
7952,HADH,TMED2,0.07
7954,HADH,SHC4,-0.07
7955,HADH,CEP152,-0.07
7956,HADH,MITF,-0.07
7958,HADH,ROBO2,-0.07
7959,HADH,PDZRN3,-0.069
7960,HADH,MYOZ2,0.069
7961,HADH,ADGRG6,0.069
7962,HADH,CNTN3,-0.069
7963,HADH,KMT5A,0.069
7964,HADH,ATP6V0A2,0.069
7966,HADH,SLITRK5,0.068
7968,HADH,FARP1,0.068
7969,HADH,FOXP1,-0.068
7970,HADH,IPO5,0.068
7971,HADH,SEC24D,0.068
7973,HADH,TCTN2,0.068
7976,HADH,TAFA1,-0.068
7977,HADH,ABCB9,0.068
7978,HADH,IPCEF1,0.068
7979,HADH,STXBP5,0.068
7980,HADH,DNAH10,0.068
7981,HADH,UBA3,-0.067
7983,HADH,TMEM132B,0.067
7984,HADH,EID1,-0.067
7985,HADH,AACS,0.067
7986,HADH,GTF2H3,0.067
7987,HADH,EIF2B1,0.067
7988,HADH,AIG1,0.067
7989,HADH,PDCD5,0.067
7990,HADH,ZNF507,0.067
7991,HADH,YEATS4,0.067
7992,HADH,LYZ,0.067
7993,HADH,SLC15A1,0.067
7994,HADH,STK24,0.067
7995,HADH,LRTOMT,0.16399999999999998
7996,HADH,TTC32,-0.153
7997,HADH,RASA4B,0.132
7998,HADH,COPS2,-0.131
7999,HADH,SERPINA6,0.13
8000,HADH,LYVE1,0.129
8001,HADH,C20orf202,0.129
8002,HADH,ALPK1,0.127
8003,HADH,KRTAP4-4,-0.127
8004,HADH,OR6C76,-0.125
8005,HADH,SMAD1,-0.124
8006,HADH,MS4A7,-0.121
8007,HADH,AXDND1,0.121
8008,HADH,IFNK,0.12
8009,HADH,H1-3,-0.12
8010,HADH,SOSTDC1,-0.12
8011,HADH,PTEN,-0.11900000000000001
8012,HADH,TGIF2,0.11800000000000001
8013,HADH,TMEM239,-0.11800000000000001
8014,HADH,NHSL1,0.11599999999999999
8015,HADH,HPD,0.11599999999999999
8016,HADH,MNDA,-0.11599999999999999
8017,HADH,CAPN5,-0.115
8018,HADH,LCE2A,0.114
8019,HADH,KLHDC2,-0.114
8020,HADH,SEC24C,-0.114
8021,HADH,IL3,0.114
8022,HADH,TSC22D2,0.113
8023,HADH,GPR153,-0.113
8024,HADH,ATP1B2,0.113
8025,HADH,INSM1,-0.113
8026,HADH,TPTE2,-0.113
8027,HADH,ABCG1,-0.113
8028,HADH,ABHD10,0.11199999999999999
8029,HADH,PSG2,0.11199999999999999
8030,HADH,MED24,-0.11199999999999999
8031,HADH,PIMREG,-0.11199999999999999
8032,HADH,OOEP,0.111
8033,HADH,STYXL1,-0.111
8035,HADH,ZNF572,0.11
8036,HADH,NRIP3,0.11
8037,HADH,NCKIPSD,0.11
8039,HADH,RNF10,0.109
8040,HADH,PTPN5,0.109
8041,HADH,SPRR1A,0.109
8042,HADH,MYH6,0.10800000000000001
8043,HADH,FAM151A,0.10800000000000001
8044,HADH,COMMD1,0.10800000000000001
8045,HADH,DGKH,0.10800000000000001
8046,HADH,OR8S1,-0.10800000000000001
8047,HADH,SMYD1,-0.10800000000000001
8048,HADH,POLR1E,-0.10800000000000001
8049,HADH,PRAMEF17,0.107
8050,HADH,MPP6,-0.107
8051,HADH,NUSAP1,0.106
8053,HADH,SPAG9,-0.106
8054,HADH,TCAIM,0.105
8055,HADH,LAP3,-0.105
8056,HADH,RNF150,0.10400000000000001
8057,HADH,IL36A,0.10400000000000001
8058,HADH,RAB8A,-0.10400000000000001
8059,HADH,KLHDC4,-0.10400000000000001
8060,HADH,LAMTOR3,0.10300000000000001
8061,HADH,NCF1,0.10300000000000001
8062,HADH,CGRRF1,-0.10300000000000001
8063,HADH,ABCG2,-0.10300000000000001
8064,HADH,FNDC7,0.10300000000000001
8065,HADH,NASP,-0.102
8066,HADH,TARM1,0.102
8067,HADH,ADAMTS5,0.102
8068,HADH,SLC35B2,-0.102
8069,HADH,SLC35D1,0.102
8070,HADH,GDI2,0.10099999999999999
8071,HADH,TGFBR3,0.10099999999999999
8072,HADH,MATN4,0.10099999999999999
8073,HADH,PID1,0.10099999999999999
8074,HADH,LINGO1,0.1
8075,HADH,ATOH7,0.099
8076,HADH,DNMT3L,-0.099
8077,HADH,DEGS2,0.099
8078,HADH,NR1H4,0.099
8079,HADH,MACROD2,0.099
8080,HADH,FAM13C,0.099
8081,HADH,GLUD1,-0.099
8082,HADH,DCT,0.099
8083,HADH,RFPL3,-0.099
8084,HADH,CARS1,0.099
8085,HADH,PARS2,0.098
8086,HADH,NRBP2,0.096
8087,HADH,TRAPPC4,-0.095
8088,HADH,OXCT2,0.09300000000000001
8089,HADH,ZNF774,0.09300000000000001
8090,HADH,TWISTNB,0.09
8091,SERBP1,G3BP1,0.217
8092,SERBP1,CNTROB,-0.188
8093,SERBP1,GCN1,0.185
8094,SERBP1,RPL27A,0.183
8095,SERBP1,MDM2,0.18100000000000002
8096,SERBP1,CYBA,-0.17600000000000002
